LineId,EventId,program_pid,Content,Level,Duration,Program,EventTemplate
1527,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S1_] (20150930/hwxface-580),,    0.186421,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1528,E1088,kernel,CPUID[0d  10]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1529,E1088,kernel,CPUID[0d  00]: eax=00000007 ebx=00000440 ecx=00000440 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1530,E1240,kernel,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_S2_] (20150930/hwxface-580),,    0.187197,,ACPI Exception: AE_NOT_FOUND  While evaluating Sleep State [\_<*>_] (<*>)
1531,E1630,rtkit-daemon  pid: 1005,Supervising 5 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1532,E1228,kernel,cpuidle: using governor menu,,    0.183983,,cpuidle: using governor <*>
1533,E1231,kernel,ACPI: bus type PCI registered,,    0.184021,,ACPI: bus type PCI registered
1534,E1288,kernel,vgaarb: loaded,,    0.203030,,vgaarb: loaded
1535,E1636,systemd  pid: 1026,Reached target Timers.,,,,Reached target Timers.
1536,E1327,kernel,platform rtc_cmos: registered platform RTC device (no PNP device found),,    0.614454,,platform rtc_cmos: registered platform RTC device (no PNP device found)
1537,E1661,systemd  pid: 1,Listening on D-Bus System Message Bus Socket.,,,,Listening on D-Bus System Message Bus Socket.
1538,E1035,dbus  pid: 557,Successfully activated service 'org.freedesktop.systemd1',,,system,Successfully activated service <*>
1539,E1201,kernel,process: using mwait in idle threads,,    0.026706,,process: using mwait in idle threads
1540,E1635,systemd-modules-load  pid: 213,Inserted module 'parport_pc',,,,Inserted module <*>
1541,E1088,kernel,CPUID[0d  07]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1542,E1225,kernel,pinctrl core: initialized pinctrl subsystem,,    0.182955,,pinctrl core: initialized pinctrl subsystem
1543,E1549,NetworkManager  pid: 582,Loaded device plugin: NMVethFactory (internal),info,1467205191.2842,,Loaded device plugin: NMVlanFactory (<*>)
1544,E1088,kernel,CPUID[0d  0b]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1545,E1549,NetworkManager  pid: 567,Loaded device plugin: NMMacvlanFactory (internal),info,1467290566.6340,,Loaded device plugin: NMVlanFactory (<*>)
1546,E1630,rtkit-daemon  pid: 1113,Supervising 7 threads of 3 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1547,E1489,kernel,"audit: type=1400 audit(1466518544.872:6): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/NetworkManager/nm-dhcp-helper"" pid=383 comm=""apparmor_parser""",,    5.052936,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1548,E1556,NetworkManager  pid: 585,device (enp0s3): state change: disconnected -> prepare (reason 'none') [30 40 0],info,1466518840.1874,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1549,E1035,dbus  pid: 558,Successfully activated service 'org.freedesktop.RealtimeKit1',,,system,Successfully activated service <*>
1550,E1304,kernel,AppArmor: AppArmor Filesystem Enabled,,    0.210355,,AppArmor: AppArmor Filesystem Enabled
1551,E1156,kernel,PM: Registered nosave memory: [mem 0x00000000-0x00000fff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1552,E1148,kernel,Normal   empty,,    0.000000,,Normal   empty
1553,E1088,kernel,CPUID[0d  01]: eax=00000000 ebx=000003c0 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1554,E1524,NetworkManager  pid: 582,NetworkManager (version 1.2.0) is starting...,info,1467205190.8426,,NetworkManager (version 1.2.0) is starting...
1555,E1416,kernel,PM: Hibernation image not present or could not be loaded.,,    0.692603,,PM: Hibernation image not present or could not be loaded.
1556,E1549,NetworkManager  pid: 572,Loaded device plugin: NMBridgeFactory (internal),info,1466518545.7094,,Loaded device plugin: NMVlanFactory (<*>)
1557,E1549,NetworkManager  pid: 582,Loaded device plugin: NMIPTunnelFactory (internal),info,1467205191.2843,,Loaded device plugin: NMVlanFactory (<*>)
1558,E1844,lightdm,PAM adding faulty module: pam_kwallet.so,,,,PAM adding faulty module: <*>
1559,E1677,systemd  pid: 1,Reloaded OpenBSD Secure Shell server.,,,,Reloaded OpenBSD Secure Shell server.
1560,E1489,kernel,"audit: type=1400 audit(1467205190.340:3): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session//chromium"" pid=368 comm=""apparmor_parser""",,    4.538203,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1561,E1532,NetworkManager  pid: 572,device added (path: /sys/devices/virtual/net/lo  iface: lo): no ifupdown configuration found.,info,1466518545.5948,,device added (path: <*>  iface: <*>): no ifupdown configuration found.
1562,E1549,NetworkManager  pid: 582,Loaded device plugin: NMIPTunnelFactory (internal),info,1467205191.2843,,Loaded device plugin: NMVlanFactory (<*>)
1563,E1630,rtkit-daemon  pid: 1019,Supervising 4 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1564,E1551,NetworkManager  pid: 572,manager: Networking is enabled by state file,info,1466518545.7093,,manager: Networking is enabled by state file
1565,E1645,systemd  pid: 1,Stopped target Timers.,,,,Stopped target <*>
1566,E1096,kernel,DMA zone: 21 pages reserved,,    0.000000,,DMA zone: <*> pages reserved
1567,E1549,NetworkManager  pid: 572,Loaded device plugin: NMVethFactory (internal),info,1466518545.7094,,Loaded device plugin: NMVlanFactory (<*>)
1568,E1531,NetworkManager  pid: 585,management mode: unmanaged,info,1466518839.9476,,management mode: unmanaged
1569,E1489,kernel,"audit: type=1400 audit(1466518839.336:2): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/lightdm/lightdm-guest-session"" pid=365 comm=""apparmor_parser""",,    4.529260,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1570,E1081,kernel,Centaur CentaurHauls,,    0.000000,,Centaur CentaurHauls
1571,E1129,kernel,Intel GenuineIntel,,    0.000000,,Intel GenuineIntel
1572,E1150,kernel,NX (Execute Disable) protection: active,,    0.000000,,NX (Execute Disable) protection: active
1573,E1525,NetworkManager  pid: 582,Read config: /etc/NetworkManager/NetworkManager.conf,info,1467205190.8435,,Read config: /etc/NetworkManager/NetworkManager.conf
1574,E1179,kernel,Calibrating delay loop (skipped) preset value.. 5183.93 BogoMIPS (lpj=10367864),,    0.025233,,Calibrating delay loop (skipped) preset value.. <*> BogoMIPS (lpj=<*>)
1575,E1034,dbus  pid: 536,Activating via systemd: service name='org.freedesktop.PolicyKit1' unit='polkitd.service',,,system,Activating via systemd: service name=<*> unit=<*>
1576,E1385,kernel,ohci-platform: OHCI generic platform driver,,    0.660930,,ohci-platform: OHCI generic platform driver
1577,E1549,NetworkManager  pid: 585,Loaded device plugin: NMInfinibandFactory (internal),info,1466518840.0800,,Loaded device plugin: NMVlanFactory (<*>)
1578,E1508,kernel,fbcon: vboxdrmfb (fb0) is primary device,,    4.799501,,fbcon: vboxdrmfb (fb0) is primary device
1579,E1088,kernel,CPUID[0d  11]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1580,E1551,NetworkManager  pid: 585,manager: Networking is enabled by state file,info,1466518840.0799,,manager: Networking is enabled by state file
1581,E1145,kernel,node   0: [mem 0x0000000000100000-0x000000002ffeffff],,    0.000000,,node   0: [mem <*>-<*>]
1582,E1209,kernel,APIC calibration not consistent with PM-Timer: 96ms instead of 100ms,,    0.181153,,APIC calibration not consistent with PM-Timer: <*>ms instead of <*>ms
1583,E1075,kernel,BRK [0x02201000  0x02201fff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
1584,E1288,kernel,vgaarb: loaded,,    0.205212,,vgaarb: loaded
1585,E1385,kernel,ohci-platform: OHCI generic platform driver,,    0.679385,,ohci-platform: OHCI generic platform driver
1586,E1058,kernel,ACPI: Early table checksum verification disabled,,    0.000000,,ACPI: Early table checksum verification disabled
1587,E1150,kernel,NX (Execute Disable) protection: active,,    0.000000,,NX (Execute Disable) protection: active
1588,E1140,kernel,Modules linked in:,,    0.000000,,Modules linked in:
1589,E1549,NetworkManager  pid: 582,Loaded device plugin: NMEthernetFactory (internal),info,1467205191.2843,,Loaded device plugin: NMVlanFactory (<*>)
1590,E1342,kernel,io scheduler noop registered,,    0.615128,,io scheduler noop registered
1591,E1148,kernel,Normal   empty,,    0.000000,,Normal   empty
1592,E1489,kernel,"audit: type=1400 audit(1467205190.348:7): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/connman/scripts/dhclient-script"" pid=369 comm=""apparmor_parser""",,    4.541345,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1593,E1677,systemd  pid: 1,Reloaded OpenBSD Secure Shell server.,,,,Reloaded OpenBSD Secure Shell server.
1594,E1559,NetworkManager  pid: 582,ModemManager available in the bus,info,1467205191.3919,,ModemManager available in the bus
1595,E1242,kernel,ACPI: Using IOAPIC for interrupt routing,,    0.185344,,ACPI: Using IOAPIC for interrupt routing
1596,E1489,kernel,"audit: type=1400 audit(1466518544.872:6): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/lib/NetworkManager/nm-dhcp-helper"" pid=383 comm=""apparmor_parser""",,    5.052936,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1597,E1655,systemd  pid: 1,Created slice User Slice of lightdm.,,,,Created slice User Slice of <*>
1598,E1549,NetworkManager  pid: 585,Loaded device plugin: NMVethFactory (internal),info,1466518840.0800,,Loaded device plugin: NMVlanFactory (<*>)
1599,E1088,kernel,CPUID[0d  0e]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1600,E1592,NetworkManager  pid: 582,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed,,,,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed
1601,E1533,NetworkManager  pid: 572,devices added (path: /sys/devices/virtual/net/lo  iface: lo),info,1466518545.5948,,devices added (path: <*>  iface: <*>)
1602,E1556,NetworkManager  pid: 582,device (enp0s3): state change: unavailable -> disconnected (reason 'carrier-changed') [20 30 40],info,1467205191.3930,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1603,E1123,kernel,Hierarchical RCU implementation.,,    0.000000,,Hierarchical RCU implementation.
1604,E1549,NetworkManager  pid: 572,Loaded device plugin: NMVethFactory (internal),info,1466518545.7094,,Loaded device plugin: NMVlanFactory (<*>)
1605,E1549,NetworkManager  pid: 572,Loaded device plugin: NMBondFactory (internal),info,1466518545.7094,,Loaded device plugin: NMVlanFactory (<*>)
1606,E1088,kernel,CPUID[0d  0d]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1607,E1125,kernel,Initializing cgroup subsys net_cls,,    0.025706,,Initializing cgroup subsys <*>
1608,E1527,NetworkManager  pid: 567,monitoring ifupdown state file '/run/network/ifstate'.,info,1467290566.2226,,monitoring ifupdown state file '/run/network/ifstate'.
1609,E1338,kernel,Allocating IMA MOK and blacklist keyrings.,,    0.614955,,Allocating IMA MOK and blacklist keyrings.
1610,E1630,rtkit-daemon  pid: 1005,Supervising 5 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1611,E1549,NetworkManager  pid: 567,Loaded device plugin: NMVlanFactory (internal),info,1467290566.6339,,Loaded device plugin: NMVlanFactory (<*>)
1612,E1590,NetworkManager  pid: 585,WiFi hardware radio set enabled,info,1466518849.9614,,<*> hardware radio set enabled
1613,E1489,kernel,"audit: type=1400 audit(1466518839.344:9): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/sbin/cups-browsed"" pid=368 comm=""apparmor_parser""",,    4.538070,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1614,E1228,kernel,cpuidle: using governor menu,,    0.183214,,cpuidle: using governor <*>
1615,E1235,kernel,ACPI: Added _OSI(Processor Device),,    0.184622,,ACPI: Added _OSI(Processor Device)
1616,E1237,kernel,ACPI: Added _OSI(Processor Aggregator Device),,    0.184550,,ACPI: Added _OSI(Processor Aggregator Device)
1617,E1106,kernel,---[ end trace 4d5ff9f2f68c4233 ]---,,    0.000000,,---[ end trace <*> ]---
1618,E1088,kernel,CPUID[0d  05]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1619,E1385,kernel,ohci-platform: OHCI generic platform driver,,    0.679385,,ohci-platform: OHCI generic platform driver
1620,E1555,NetworkManager  pid: 582,manager: (enp0s3): new Ethernet device (/org/freedesktop/NetworkManager/Devices/0),info,1467205191.3189,,manager: (<*>): new <*> device (<*>)
1621,E1125,kernel,Initializing cgroup subsys memory,,    0.026567,,Initializing cgroup subsys <*>
1622,E1526,NetworkManager  pid: 567,manager[0x1ba21a0]: monitoring kernel firmware directory '/lib/firmware'.,info,1467290566.2223,,manager[<*>]: monitoring kernel firmware directory '/lib/firmware'.
1623,E1140,kernel,Modules linked in:,,    0.000000,,Modules linked in:
1624,E1660,systemd  pid: 1,Listening on CUPS Scheduler.,,,,Listening on CUPS Scheduler.
1625,E1528,NetworkManager  pid: 582,"dns-mgr[0xa848c0]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq""",info,1467205190.8683,,"dns-mgr[<*>]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq"""
1626,E1537,NetworkManager  pid: 582,(11027664) ... get_connections.,info,1467205191.0686,,<*> ... get_connections.
1627,E1844,lightdm,PAM adding faulty module: pam_kwallet.so,,,,PAM adding faulty module: <*>
1628,E1630,rtkit-daemon  pid: 1088,Supervising 4 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1629,E1534,NetworkManager  pid: 585,end _init.,info,1466518839.9479,,end _init.
1630,E1630,rtkit-daemon  pid: 1113,Supervising 4 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1631,E1556,NetworkManager  pid: 572,device (enp0s3): state change: config -> ip-config (reason 'none') [50 70 0],info,1466518545.7878,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1632,E1228,kernel,cpuidle: using governor menu,,    0.183565,,cpuidle: using governor <*>
1633,E1106,kernel,---[ end trace 4d5ff9f2f68c4233 ]---,,    0.000000,,---[ end trace <*> ]---
1634,E1010,anacron  pid: 517,Will run job `cron.monthly' in 15 min.,,,,Will run job <*> in <*> min.
1635,E1063,kernel,ACPI: IRQ0 used by override.,,    0.000000,,ACPI: IRQ<*> used by override.
1636,E1556,NetworkManager  pid: 582,device (enp0s3): state change: unmanaged -> unavailable (reason 'managed') [10 20 2],info,1467205191.3241,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1637,E1678,systemd  pid: 1,Reloading OpenBSD Secure Shell server.,,,,Reloading OpenBSD Secure Shell server.
1638,E1582,NetworkManager  pid: 572,manager: NetworkManager state is now CONNECTED_LOCAL,info,1466518545.8348,,manager: NetworkManager state is now CONNECTED_LOCAL
1639,E1299,kernel,NetLabel: Initializing,,    0.203628,,NetLabel: Initializing
1640,E1296,kernel,e820: reserve RAM buffer [mem 0x0009fc00-0x0009ffff],,    0.202422,,e820: reserve RAM buffer [mem <*>]
1641,E1560,NetworkManager  pid: 572,ofono is now available,info,1466518545.7802,,ofono is now available
1642,E1549,NetworkManager  pid: 572,Loaded device plugin: NMMacvlanFactory (internal),info,1466518545.7094,,Loaded device plugin: NMVlanFactory (<*>)
1643,E1006,alsactl  pid: 600,Hardware is initialized using a generic method,,,,Hardware is initialized using a generic method
1644,E1549,NetworkManager  pid: 582,Loaded device plugin: NMVxlanFactory (internal),info,1467205191.2842,,Loaded device plugin: NMVlanFactory (<*>)
1645,E1592,NetworkManager  pid: 582,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed,,,,nm_device_get_device_type: assertion 'NM_IS_DEVICE (self)' failed
1646,E1106,kernel,---[ end trace 4d5ff9f2f68c4233 ]---,,    0.000000,,---[ end trace <*> ]---
1647,E1582,NetworkManager  pid: 582,manager: NetworkManager state is now CONNECTED_LOCAL,info,1467205191.4694,,manager: NetworkManager state is now CONNECTED_LOCAL
1648,E1203,kernel,Freeing SMP alternatives memory: 28K (ffffffff820b3000 - ffffffff820ba000),,    0.046130,,Freeing SMP alternatives memory: 28K (<*> - <*>)
1649,E1088,kernel,CPUID[0d  10]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1650,E1353,kernel,ACPI: Battery Slot [BAT0] (battery present),,    0.615886,,ACPI: Battery Slot [BAT0] (battery present)
1651,E1528,NetworkManager  pid: 567,"dns-mgr[0x1bb40a0]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq""",info,1467290566.2402,,"dns-mgr[<*>]: set resolv-conf-mode: dnsmasq  plugin=""dnsmasq"""
1652,E1628,rtkit-daemon  pid: 1005,Successfully made thread 1215 of process 1215 (n/a) owned by '1000' high priority at nice level -11.,,,,Successfully made thread <*> of process <*> (n/a) owned by <*> high priority at nice level <*>.
1653,E1156,kernel,PM: Registered nosave memory: [mem 0x000a0000-0x000effff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1654,E1070,kernel,Base memory trampoline at [ffff880000099000] 99000 size 24576,,    0.000000,,Base memory trampoline at [<*>] <*> size <*>
1655,E1124,kernel,Hypervisor detected: KVM,,    0.000000,,Hypervisor detected: KVM
1656,E1537,NetworkManager  pid: 572,(31076640) ... get_connections.,info,1466518545.5965,,<*> ... get_connections.
1657,E1630,rtkit-daemon  pid: 1019,Supervising 4 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1658,E1353,kernel,ACPI: Battery Slot [BAT0] (battery present),,    0.602855,,ACPI: Battery Slot [BAT0] (battery present)
1659,E1304,kernel,AppArmor: AppArmor Filesystem Enabled,,    0.210355,,AppArmor: AppArmor Filesystem Enabled
1660,E1088,kernel,CPUID[0d  05]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1661,E1555,NetworkManager  pid: 582,manager: (enp0s3): new Ethernet device (/org/freedesktop/NetworkManager/Devices/0),info,1467205191.3189,,manager: (<*>): new <*> device (<*>)
1662,E1480,kernel,show_signal_msg: 9 callbacks suppressed,,  287.681186,,show_signal_msg: <*> callbacks suppressed
1663,E1058,kernel,ACPI: Early table checksum verification disabled,,    0.000000,,ACPI: Early table checksum verification disabled
1664,E1156,kernel,PM: Registered nosave memory: [mem 0x000a0000-0x000effff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1665,E1678,systemd  pid: 1,Reloading OpenBSD Secure Shell server.,,,,Reloading OpenBSD Secure Shell server.
1666,E1508,kernel,fbcon: vboxdrmfb (fb0) is primary device,,    4.745066,,fbcon: vboxdrmfb (fb0) is primary device
1667,E1533,NetworkManager  pid: 567,devices added (path: /sys/devices/pci0000:00/0000:00:03.0/net/enp0s3  iface: enp0s3),info,1467290566.4214,,devices added (path: <*>  iface: <*>)
1668,E1035,dbus  pid: 563,Successfully activated service 'org.freedesktop.hostname1',,,system,Successfully activated service <*>
1669,E1349,kernel,ACPI: Power Button [PWRF],,    0.616796,,ACPI: Power Button [PWRF]
1670,E1679,systemd  pid: 1,Listening on ACPID Listen Socket.,,,,Listening on ACPID Listen Socket.
1671,E1527,NetworkManager  pid: 572,monitoring ifupdown state file '/run/network/ifstate'.,info,1466518545.4663,,monitoring ifupdown state file '/run/network/ifstate'.
1672,E1397,kernel,ledtrig-cpu: registered to indicate activity on CPUs,,    0.676272,,ledtrig-cpu: registered to indicate activity on CPUs
1673,E1557,NetworkManager  pid: 572,device (enp0s3): link connected,info,1466518545.7431,,device (<*>): link connected
1674,E1088,kernel,CPUID[0d  01]: eax=00000000 ebx=000003c0 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1675,E1549,NetworkManager  pid: 582,Loaded device plugin: NMAtmManager (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-adsl.so),info,1467205191.2899,,Loaded device plugin: NMVlanFactory (<*>)
1676,E1088,kernel,CPUID[0d  04]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1677,E1125,kernel,Initializing cgroup subsys cpuacct,,    0.000000,,Initializing cgroup subsys <*>
1678,E1089,kernel,CPU MTRRs all blank - virtualized system.,,    0.000000,,CPU MTRRs all blank - virtualized system.
1679,E1589,NetworkManager  pid: 572,manager: startup complete,info,1466518550.9752,,manager: startup complete
1680,E1543,NetworkManager  pid: 572,SettingsPlugin-Ofono: (31076800) ... get_connections.,info,1466518545.6489,,SettingsPlugin-Ofono: <*> ... get_connections.
1681,E1088,kernel,CPUID[0d  09]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1682,E1091,kernel,Device   empty,,    0.000000,,Device   empty
1683,E1558,NetworkManager  pid: 585,urfkill disappeared from the bus,info,1466518840.1459,,urfkill disappeared from the bus
1684,E1557,NetworkManager  pid: 582,device (lo): link connected,info,1467205191.3414,,device (<*>): link connected
1685,E1297,kernel,SCSI subsystem initialized,,    0.204291,,SCSI subsystem initialized
1686,E1034,dbus  pid: 557,Activating via systemd: service name='org.freedesktop.PolicyKit1' unit='polkitd.service',,,system,Activating via systemd: service name=<*> unit=<*>
1687,E1590,NetworkManager  pid: 582,WiFi hardware radio set enabled,info,1467205200.9615,,<*> hardware radio set enabled
1688,E1556,NetworkManager  pid: 567,device (enp0s3): state change: ip-config -> ip-check (reason 'none') [70 80 0],info,1467290566.8305,,device (enp0s3): state change: <*> -> <*> (reason <*>) [<*> <*> <*>]
1689,E1239,kernel,ACPI: Interpreter enabled,,    0.185330,,ACPI: Interpreter enabled
1690,E1125,kernel,Initializing cgroup subsys freezer,,    0.026801,,Initializing cgroup subsys <*>
1691,E1183,kernel,Security Framework initialized,,    0.026093,,Security Framework initialized
1692,E1630,rtkit-daemon  pid: 1005,Supervising 7 threads of 3 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1693,E1527,NetworkManager  pid: 572,monitoring ifupdown state file '/run/network/ifstate'.,info,1466518545.4663,,monitoring ifupdown state file '/run/network/ifstate'.
1694,E1549,NetworkManager  pid: 572,Loaded device plugin: NMWwanFactory (/usr/lib/x86_64-linux-gnu/NetworkManager/libnm-device-plugin-wwan.so),info,1466518545.7223,,Loaded device plugin: NMVlanFactory (<*>)
1695,E1088,kernel,CPUID[0d  0f]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1696,E1088,kernel,CPUID[0d  08]: eax=00000000 ebx=00000000 ecx=00000000 edx=00000000,,    0.000000,,CPUID[0d  <*>]: eax=<*> ebx=<*> ecx=<*> edx=00000000
1697,E1076,kernel,Build-time adjustment of leaf fanout to 64.,,    0.000000,,Build-time adjustment of leaf fanout to <*>.
1698,E1483,kernel,work still pending,,    9.065765,,work still pending
1699,E1167,kernel,tsc: Detected 2591.966 MHz processor,,    0.000000,,tsc: Detected <*> MHz processor
1700,E1549,NetworkManager  pid: 582,Loaded device plugin: NMInfinibandFactory (internal),info,1467205191.2843,,Loaded device plugin: NMVlanFactory (<*>)
1701,E1242,kernel,ACPI: Using IOAPIC for interrupt routing,,    0.185344,,ACPI: Using IOAPIC for interrupt routing
1702,E1156,kernel,PM: Registered nosave memory: [mem 0x00000000-0x00000fff],,    0.000000,,PM: Registered nosave memory: [mem <*>-<*>]
1703,E1630,rtkit-daemon  pid: 1113,Supervising 5 threads of 2 processes of 2 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1704,E1612,pulseaudio  pid: 1189,authkey.c: Failed to load authentication key '/home/stefan/.pulse-cookie': No such file or directory,,,pulseaudio,authkey.c: Failed to load authentication key <*> No such file or directory
1705,E1075,kernel,BRK [0x021ff000  0x021fffff] PGTABLE,,    0.000000,,BRK [<*>  <*>] PGTABLE
1706,E1612,pulseaudio  pid: 1189,authkey.c: Failed to load authentication key '/home/stefan/.pulse-cookie': No such file or directory,,,pulseaudio,authkey.c: Failed to load authentication key <*> No such file or directory
1707,E1148,kernel,Normal   empty,,    0.000000,,Normal   empty
1708,E1230,kernel,PCCT header not found.,,    0.183986,,PCCT header not found.
1709,E1125,kernel,Initializing cgroup subsys devices,,    0.026570,,Initializing cgroup subsys <*>
1710,E1125,kernel,Initializing cgroup subsys memory,,    0.026567,,Initializing cgroup subsys <*>
1711,E1010,anacron  pid: 491,Will run job `cron.monthly' in 15 min.,,,,Will run job <*> in <*> min.
1712,E1140,kernel,Modules linked in:,,    0.000000,,Modules linked in:
1713,E1549,NetworkManager  pid: 585,Loaded device plugin: NMEthernetFactory (internal),info,1466518840.0801,,Loaded device plugin: NMVlanFactory (<*>)
1714,E1076,kernel,Build-time adjustment of leaf fanout to 64.,,    0.000000,,Build-time adjustment of leaf fanout to <*>.
1715,E1299,kernel,NetLabel: Initializing,,    0.202513,,NetLabel: Initializing
1716,E1239,kernel,ACPI: Interpreter enabled,,    0.186418,,ACPI: Interpreter enabled
1717,E1157,kernel,Policy zone: DMA32,,    0.000000,,Policy zone: DMA32
1718,E1489,kernel,"audit: type=1400 audit(1466518839.336:8): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=""/usr/bin/ubuntu-core-launcher"" pid=367 comm=""apparmor_parser""",,    4.534584,,"audit: type=1400 audit(<*>): apparmor=""STATUS"" operation=""profile_load"" profile=""unconfined"" name=<*> pid=<*>> comm=""apparmor_parser"""
1719,E1635,systemd-modules-load  pid: 210,Inserted module 'parport_pc',,,,Inserted module <*>
1720,E1630,rtkit-daemon  pid: 1113,Supervising 1 threads of 1 processes of 1 users.,,,,Supervising <*> threads of <*> processes of <*> users.
1721,E1035,dbus  pid: 536,Successfully activated service 'org.freedesktop.PolicyKit1',,,system,Successfully activated service <*>
